Название;Цена;Размер скидки;Мера веса/объема/цена за указанную меру;Старая цена;Ссылка на картинку
Макаронные изделия Царь Лапша гречневая соба 400г;29.99;0.0;1 шт;29.99;https://photos.okolo.app/product/1196521-main/320x320.jpeg
Кетчуп Красная Цена Шашлычный 800г;82.49;0.0;1 шт;82.49;https://photos.okolo.app/product/1195978-main/320x320.jpeg
Вермишель Роллтон По-домашнему с курицей, 85г;31.99;0.0;1 шт;31.99;https://photos.okolo.app/product/1195895-main/320x320.jpeg
Печенье Bombbar Шоколадный брауни протеиновое 40г;69.99;18;1 шт;85.49;https://photos.okolo.app/product/1195627-main/320x320.jpeg
Батончик Bombbar Малиновый чизкейк неглазированный, 60г;129.99;0.0;1 шт;129.99;https://photos.okolo.app/product/1195626-main/320x320.jpeg
Пшено Увелка шлифованное, 800г;34.99;63;1 шт;94.99;https://photos.okolo.app/product/1158071-main/320x320.jpeg
Кетчуп Махеевъ Чили, 300г;69.99;19;1 шт;86.49;https://photos.okolo.app/product/1195462-main/320x320.jpeg
Хлопья На здоровье! Кукурузные без сахара 325г;109.99;0.0;1 шт;109.99;https://photos.okolo.app/product/1195355-main/320x320.jpeg
Хлебцы Protein Rex Crispy протеиново-злаковые кокосовый крамбл, 55г;123.99;0.0;1 шт;123.99;https://photos.okolo.app/product/1195107-main/320x320.jpeg
Сахарозаменитель в таблетках Great Life 39г;99.99;0.0;1 шт;99.99;https://photos.okolo.app/product/1195094-main/320x320.jpeg
Рис Селяночка шлифованный круглозёрный быстроразваривающаяся, 5x80г;67.99;0.0;1 шт;67.99;https://photos.okolo.app/product/1195059-main/320x320.jpeg
Гречка Селяночка ядрица быстроразваривающаяся, 5х80г;47.39;0.0;1 шт;47.39;https://photos.okolo.app/product/1195058-main/320x320.jpeg
Макароны Шебекинские улитки группа А, 450г;49.49;0.0;1 шт;49.49;https://photos.okolo.app/product/1194970-main/320x320.jpeg
Подушечки Ухтышки с какао, 250г;79.99;11;1 шт;89.99;https://photos.okolo.app/product/1194925-main/320x320.jpeg
Каша льняная Секреты Природы быстрого приготовления, 250г;87.79;25;1 шт;116.99;https://photos.okolo.app/product/1194531-main/320x320.jpeg
Кокосовая стружка Националь, 80г;106.99;0.0;1 шт;106.99;https://photos.okolo.app/product/1194478-main/320x320.jpeg
Макароны Trattoria di Maestro Turatti Гребешки, 450г;79.99;0.0;1 шт;79.99;https://photos.okolo.app/product/1194096-main/320x320.jpeg
Батончик Bombbar Тирамису неглазированный, 60г;125.99;0.0;1 шт;125.99;https://photos.okolo.app/product/1193513-main/320x320.jpeg
Суп Maggi Звёздочки 54г;42.99;0.0;1 шт;42.99;https://photos.okolo.app/product/1158025-main/320x320.jpeg
Майонез Селяночка Провансаль 67%, 420мл;99.99;0.0;1 шт;99.99;https://photos.okolo.app/product/1193258-main/320x320.jpeg
Майонез Селяночка Провансаль 67%, 720мл;164.99;0.0;1 шт;164.99;https://photos.okolo.app/product/1192786-main/320x320.jpeg
