Название;Цена;Размер скидки;Мера веса/объема/цена за указанную меру;Старая цена;Ссылка на картинку
Сухарики Три корочки со вкусом бекона 60г + кетчуп Heinz 25мл;43.99;0.0;1 шт;43.99;https://photos.okolo.app/product/1161033-main/320x320.jpeg
Крекер Красная цена Рыбки 200 г;23.99;0.0;1 шт;23.99;https://photos.okolo.app/product/1160607-main/320x320.jpeg
Крекер Зерница с луком, 200г;39.99;0.0;1 шт;39.99;https://photos.okolo.app/product/1160606-main/320x320.jpeg
Крекер Зерница с солью 200г;39.99;0.0;1 шт;39.99;https://photos.okolo.app/product/1160605-main/320x320.jpeg
Хлебцы Хлебцы Молодцы пшенично-ржаные, 100г;41.99;0.0;1 шт;41.99;https://photos.okolo.app/product/1160366-main/320x320.jpeg
Хлеб Каравай Столовый ржано-пшеничный половинка высший сорт, 375г;34.99;0.0;1 шт;34.99;https://photos.okolo.app/product/1160004-main/320x320.jpeg
Кекс Аладушкин в ассортименте 2х75г;69.99;0.0;1 шт;69.99;https://photos.okolo.app/product/1159977-main/320x320.jpeg
Хлеб Хлебный Дом Геркулес зерновой нарезка 500г;89.99;0.0;1 шт;89.99;https://photos.okolo.app/product/1159975-main/320x320.jpeg
Хлеб Хлебный Дом Столичный половинка 350г;36.99;0.0;1 шт;36.99;https://photos.okolo.app/product/1159502-main/320x320.jpeg
Бублики Каравай Украинские 2 шт.;34.99;22;1 шт;44.99;https://photos.okolo.app/product/1159407-main/320x320.jpeg
