Название;Цена;Размер скидки;Мера веса/объема/цена за указанную меру;Старая цена;Ссылка на картинку
Оливки Global Village с креветкой 300г;93.99;10;1 шт;104.99;https://photos.okolo.app/product/1171832-main/320x320.jpeg
Йогурт Даниссимо с хрустящими ягодными шариками 6.9% 105г;49.99;26;1 шт;67.99;https://photos.okolo.app/product/1171753-main/320x320.jpeg
Томаты Global Village маринованные, 680г;93.99;10;1 шт;104.99;https://photos.okolo.app/product/1171742-main/320x320.jpeg
Шампиньоны Global Village целые маринованные стерилизованные, 480 г;169.99;11;1 шт;189.99;https://photos.okolo.app/product/1171704-main/320x320.jpeg
Паста шоколадно-ореховая Cuisine Royale, 330г;189.99;17;1 шт;229.99;https://photos.okolo.app/product/1171621-main/320x320.jpeg
Зубная паста Aquafresh Сияющая белизна 100мл;109.99;17;1 шт;131.99;https://photos.okolo.app/product/1171308-main/320x320.jpeg
Мёд Медовый Край Разнотравье цветочный натуральный, 500г;159.99;16;1 шт;189.99;https://photos.okolo.app/product/1170897-main/320x320.jpeg
Сайра Fish House тихоокеанская натуральная, 240г;169.99;11;1 шт;189.99;https://photos.okolo.app/product/1170633-main/320x320.jpeg
Чай Richard Lord Grey черный байховый 25х2г;94.99;37;1 шт;149.99;https://photos.okolo.app/product/1170084-main/320x320.jpeg
Средство чистящее Sanfor Белизна 3в1 многофункциональное, 700г;119.99;17;1 шт;143.99;https://photos.okolo.app/product/1169617-main/320x320.jpeg
Дезодорант Axe Anarсhy мужской спрей 150мл;249.99;37;1 шт;397.99;https://photos.okolo.app/product/1169604-main/320x320.jpeg
Освежитель воздуха Glade Океанский оазис 300мл;119.99;11;1 шт;135.19;https://photos.okolo.app/product/1169526-main/320x320.jpeg
Зубная щётка Colgate Шёлковые нити с древесным углём мягкая в ассортименте;199.99;31;1 шт;290.39;https://photos.okolo.app/product/1169492-main/320x320.jpeg
Чай Greenfield Грин мелисса зелёный с ароматом мяты и лимона в пакетиках, 100х1.5г;299.99;32;1 шт;439.99;https://photos.okolo.app/product/1169435-main/320x320.jpeg
Фасоль Global Village с овощами в томатном соусе, 530 г;99.99;13;1 шт;114.99;https://photos.okolo.app/product/1169209-main/320x320.jpeg
Шампунь для волос Garnier Fructis SOS восстановление укрепляющий 400мл;249.99;55;1 шт;559.99;https://photos.okolo.app/product/1169138-main/320x320.jpeg
Корм для кошек Purina One с высоким содержанием лосося и пшеницей 750г;309.99;16;1 шт;369.99;https://photos.okolo.app/product/1168774-main/320x320.jpeg
Корм сухой Purina One с индейкой и рисом для кошек с чувствительным пищеварением, 750г;309.99;16;1 шт;369.99;https://photos.okolo.app/product/1168771-main/320x320.jpeg
Печень трески Fish House натуральная, 230г;227.99;11;1 шт;254.99;https://photos.okolo.app/product/1168025-main/320x320.jpeg
Варенье Варенька малиновое, 380г;179.99;14;1 шт;209.99;https://photos.okolo.app/product/1167969-main/320x320.jpeg
Варенье Варенька абрикосовое, 380 г;119.99;14;1 шт;139.99;https://photos.okolo.app/product/1167968-main/320x320.jpeg
Варенье Варенька клубничное, 380 г;119.99;14;1 шт;139.99;https://photos.okolo.app/product/1167967-main/320x320.jpeg
Чай Curtis Fresh Mojito зеленый 20х1.7г;89.99;36;1 шт;139.99;https://photos.okolo.app/product/1167826-main/320x320.jpeg
Зубная щётка Colgate 360 Optic White средней жёсткости;199.99;33;1 шт;297.69;https://photos.okolo.app/product/1167815-main/320x320.jpeg
Прокладки ежедневные Bella Panty soft, 60шт;139.99;13;1 шт;159.99;https://photos.okolo.app/product/1167803-main/320x320.jpeg
Чай Greenfield Золотой Цейлон чёрный цейлонский листовой, 200г;229.99;28;1 шт;319.99;https://photos.okolo.app/product/1167725-main/320x320.jpeg
